symbol	company_name	LastSale	MarketCap	IPOyear	Sector	industry	quote
ASC	Ardmore Shipping Corporation	7.09	$237.44M	2013	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/asc
AFC	Ares Capital Corporation	25.85	$206.8M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/afc
ARU	Ares Capital Corporation	25.97	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/aru
ACRE	Ares Commercial Real Estate Corporation	12.65	$360.69M	2012	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/acre
ARDC	Ares Dynamic Credit Allocation Fund, Inc.	14.47	$339.77M	2012	n/a	n/a	http://www.nasdaq.com/symbol/ardc
ARES	Ares Management L.P.	18.11	$1.46B	2014	Finance	Investment Managers	http://www.nasdaq.com/symbol/ares
ARES^A	Ares Management L.P.	27.1	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ares^a
AGX	Argan, Inc.	48.74	$724.2M	n/a	Basic Industries	Engineering & Construction	http://www.nasdaq.com/symbol/agx
ANET	Arista Networks, Inc.	80.95	$5.61B	2014	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/anet
AI	Arlington Asset Investment Corp	15.09	$346.77M	n/a	Finance	Finance/Investors Services	http://www.nasdaq.com/symbol/ai
AIC	Arlington Asset Investment Corp	22.9485	n/a	2015	Finance	Finance/Investors Services	http://www.nasdaq.com/symbol/aic
AIW	Arlington Asset Investment Corp	23.6	n/a	n/a	Finance	Finance/Investors Services	http://www.nasdaq.com/symbol/aiw
AHH	Armada Hoffler Properties, Inc.	14.21	$476.06M	2013	Finance	Real Estate	http://www.nasdaq.com/symbol/ahh
ARR	ARMOUR Residential REIT, Inc.	22.36	$820.69M	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/arr
ARR^A	ARMOUR Residential REIT, Inc.	24.4	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/arr^a
ARR^B	ARMOUR Residential REIT, Inc.	23.28	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/arr^b
AFI	Armstrong Flooring, Inc.	20.6	$572.53M	2016	Consumer Non-Durables	Plastic Products	http://www.nasdaq.com/symbol/afi
AWI	Armstrong World Industries Inc	43.64	$2.42B	n/a	Consumer Non-Durables	Plastic Products	http://www.nasdaq.com/symbol/awi
ARW	Arrow Electronics, Inc.	65.24	$5.95B	n/a	Consumer Non-Durables	Electronic Components	http://www.nasdaq.com/symbol/arw
AJG	Arthur J. Gallagher & Co.	49.99	$8.85B	n/a	Finance	Specialty Insurers	http://www.nasdaq.com/symbol/ajg
APAM	Artisan Partners Asset Management Inc.	26.02	$1.94B	2013	Finance	Investment Managers	http://www.nasdaq.com/symbol/apam
ASA	ASA Gold and Precious Metals Limited	15.03	$289.93M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/asa
ABG	Asbury Automotive Group Inc	55.18	$1.22B	2002	Consumer Durables	Automotive Aftermarket	http://www.nasdaq.com/symbol/abg
AHP	Ashford Hospitality Prime, Inc.	15.43	$395.69M	2013	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/ahp
AHP^B	Ashford Hospitality Prime, Inc.	24.2527	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ahp^b
AHT	Ashford Hospitality Trust Inc	6.82	$655.93M	2003	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/aht
AHT^A	Ashford Hospitality Trust Inc	25.83	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/aht^a
AHT^D	Ashford Hospitality Trust Inc	25.71	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/aht^d
AHT^F	Ashford Hospitality Trust Inc	25.7	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/aht^f
ASH	Ashland Inc.	118.33	$7.35B	n/a	Consumer Durables	Specialty Chemicals	http://www.nasdaq.com/symbol/ash
APB	Asia Pacific Fund, Inc. (The)	10.5101	$108.72M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/apb
GRR	Asia Tigers Fund, Inc. (The)	10.07	$35.12M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/grr
ASPN	Aspen Aerogels, Inc.	5.1	$118.88M	2014	Consumer Services	RETAIL: Building Materials	http://www.nasdaq.com/symbol/aspn
AHL	Aspen Insurance Holdings Limited	46.66	$2.81B	2003	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/ahl
AHL^A	Aspen Insurance Holdings Limited	25.846	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ahl^a
AHL^B	Aspen Insurance Holdings Limited	26.62	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ahl^b
AHL^C	Aspen Insurance Holdings Limited	30.11	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ahl^c
ASB	Associated Banc-Corp	19.81	$2.98B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/asb
ASB^B.CL	Associated Banc-Corp	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/asb^b.cl
ASB^C	Associated Banc-Corp	27.8445	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/asb^c
AC	Associated Capital Group, Inc.	34.16	$868.62M	2015	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/ac
AIZ	Assurant, Inc.	90.24	$5.43B	2004	Finance	Accident &Health Insurance	http://www.nasdaq.com/symbol/aiz
AGO	Assured Guaranty Ltd.	27.63	$3.65B	2004	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/ago
AGO^B	Assured Guaranty Ltd.	26.75	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ago^b
AGO^E	Assured Guaranty Ltd.	27.05	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ago^e
AGO^F	Assured Guaranty Ltd.	25.75	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ago^f
AF	Astoria Financial Corporation	15.63	$1.58B	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/af
AF^C	Astoria Financial Corporation	26.8305	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/af^c
AZN	Astrazeneca PLC	33.31	$84.27B	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/azn
HOME	At Home Group Inc.	15.37	$914.57M	2016	Consumer Services	Home Furnishings	http://www.nasdaq.com/symbol/home
T	AT&T Inc.	40.95	$251.92B	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/t
ATTO	Atento S.A.	9.9	$730.14M	2014	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/atto
ATKR	Atkore International Group Inc.	18.09	$1.13B	2016	Miscellaneous	Industrial Machinery/Components	http://www.nasdaq.com/symbol/atkr
AT	Atlantic Power Corporation	2.57	$309.71M	n/a	Energy	Electric Utilities: Central	http://www.nasdaq.com/symbol/at
ATO	Atmos Energy Corporation	73.97	$7.68B	n/a	Public Utilities	Oil/Gas Transmission	http://www.nasdaq.com/symbol/ato
ATW	Atwood Oceanics, Inc.	7.97	$516.46M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/atw
AUO	AU Optronics Corp	3.73	$3.59B	2002	Technology	Semiconductors	http://www.nasdaq.com/symbol/auo
ATHM	Autohome Inc.	24.41	$2.76B	2013	Technology	EDP Services	http://www.nasdaq.com/symbol/athm
ALV	Autoliv, Inc.	105.77	$9.33B	n/a	Capital Goods	Auto Parts:O.E.M.	http://www.nasdaq.com/symbol/alv
AN	AutoNation, Inc.	48.37	$4.94B	n/a	Consumer Durables	Automotive Aftermarket	http://www.nasdaq.com/symbol/an
AZO	AutoZone, Inc.	739.73	$21.62B	n/a	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/azo
AVB	AvalonBay Communities, Inc.	175.46	$24.09B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/avb
AGR	Avangrid, Inc.	42.21	$13.04B	2015	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/agr
ACP	Avenue Income Credit Strategies Fund	12.79	$167.22M	2011	n/a	n/a	http://www.nasdaq.com/symbol/acp
AVY	Avery Dennison Corporation	78.14	$6.94B	n/a	Consumer Durables	Containers/Packaging	http://www.nasdaq.com/symbol/avy
AVG	AVG Technologies N.V.	24.91	$1.26B	2012	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/avg
AVH	Avianca Holdings S.A.	6.82	$849.93M	2013	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/avh
AVA	Avista Corporation	41.12	$2.62B	n/a	Public Utilities	Power Generation	http://www.nasdaq.com/symbol/ava
AV	Aviva plc	11.67	$23.68B	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/av
AVV	Aviva plc	25.6	n/a	2011	Finance	Life Insurance	http://www.nasdaq.com/symbol/avv
AVT	Avnet, Inc.	41.82	$5.33B	n/a	Consumer Non-Durables	Electronic Components	http://www.nasdaq.com/symbol/avt
AVP	Avon Products, Inc.	5.83	$2.55B	n/a	Consumer Non-Durables	Package Goods/Cosmetics	http://www.nasdaq.com/symbol/avp
AVX	AVX Corporation	13.78	$2.31B	n/a	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/avx
AXTA	Axalta Coating Systems Ltd.	28.97	$6.93B	2014	Basic Industries	Paints/Coatings	http://www.nasdaq.com/symbol/axta
AXS	Axis Capital Holdings Limited	56.99	$5.17B	2003	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/axs
AXS^C	Axis Capital Holdings Limited	26.15	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/axs^c
AXS^D	Axis Capital Holdings Limited	26.8399	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/axs^d
AZZ	AZZ Inc.	66.6	$1.73B	n/a	Consumer Durables	Building Products	http://www.nasdaq.com/symbol/azz
BGS	B&G Foods, Inc.	48.16	$3.02B	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/bgs
BW	Babcock	16.84	$841.71M	2015	Capital Goods	Building Products	http://www.nasdaq.com/symbol/bw
MCI	Babson Capital Corporate Investors	19.149	$377.69M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mci
BGH	Babson Capital Global Short Duration High Yield Fund	18.84	$377.89M	2012	n/a	n/a	http://www.nasdaq.com/symbol/bgh
MPV	Babson Capital Participation Investors	15.25	$157.93M	1988	n/a	n/a	http://www.nasdaq.com/symbol/mpv
BMI	Badger Meter, Inc.	66.46	$966.89M	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/bmi
BHI	Baker Hughes Incorporated	49.78	$21.3B	n/a	Energy	Metal Fabrications	http://www.nasdaq.com/symbol/bhi
BBN	BalckRock Taxable Municipal Bond Trust	24.81	$1.42B	2010	n/a	n/a	http://www.nasdaq.com/symbol/bbn
BLL	Ball Corporation	80.66	$14.05B	n/a	Consumer Durables	Containers/Packaging	http://www.nasdaq.com/symbol/bll
BGE^B	Baltimore Gas & Electric Company	26.29	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bge^b
BANC	Banc of California, Inc.	22.45	$1.12B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/banc
BANC^C	Banc of California, Inc.	27.25	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/banc^c
BANC^D	Banc of California, Inc.	27.18	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/banc^d
BANC^E	Banc of California, Inc.	26.95	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/banc^e
BBVA	Banco Bilbao Viscaya Argentaria S.A.	6.36	$41.21B	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/bbva
BBD	Banco Bradesco Sa	9.07	$50.17B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/bbd
BBDO	Banco Bradesco Sa	9.2274	$51.04B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/bbdo
BCH	Banco De Chile	67.18	$11B	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/bch
BLX	Banco Latinoamericano de Comercio Exterior, S.A.	28.88	$1.13B	1992	Finance	Commercial Banks	http://www.nasdaq.com/symbol/blx
BSBR	Banco Santander Brasil SA	7	$53.57B	2009	Finance	Commercial Banks	http://www.nasdaq.com/symbol/bsbr
BSAC	Banco Santander Chile	21.61	$10.18B	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/bsac
SAN	Banco Santander, S.A.	4.56	$65.82B	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/san
SAN^A	Banco Santander, S.A.	26.14	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/san^a
SAN^B	Banco Santander, S.A.	24	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/san^b
SAN^C	Banco Santander, S.A.	25.741	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/san^c
SAN^I	Banco Santander, S.A.	25.74	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/san^i
CIB	BanColombia S.A.	40.9	$9.83B	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/cib
BXS	BancorpSouth, Inc.	24.91	$2.36B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/bxs
BAC	Bank of America Corporation	16	$163.28B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/bac
BAC.WS.A	Bank of America Corporation	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bac.ws.a
BAC.WS.B	Bank of America Corporation	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bac.ws.b
BAC^A	Bank of America Corporation	27.1	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bac^a
BAC^C	Bank of America Corporation	26.89	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bac^c
BAC^D	Bank of America Corporation	25.79	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bac^d
BAC^E	Bank of America Corporation	24.33	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bac^e
BAC^I	Bank of America Corporation	26.9581	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bac^i
BAC^L	Bank of America Corporation	1240.8	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bac^l
BAC^W	Bank of America Corporation	27.6	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/bac^w
BAC^Y	Bank of America Corporation	27.4	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/bac^y
BML^G	Bank of America Corporation	21.06	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bml^g
BML^H	Bank of America Corporation	20.92	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bml^h
BML^I	Bank of America Corporation	25.97	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bml^i
BML^J	Bank of America Corporation	24.08	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bml^j
BML^L	Bank of America Corporation	24.07	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bml^l
BOH	Bank of Hawaii Corporation	72.75	$3.12B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/boh
BMO	Bank Of Montreal	67.06	$43.24B	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/bmo
BK	Bank Of New York Mellon Corporation (The)	41.65	$44.47B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/bk
BK^C	Bank Of New York Mellon Corporation (The)	26.28	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bk^c
BNS	Bank of Nova Scotia (The)	54.33	$65.46B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/bns
RATE	Bankrate, Inc.	7.92	$714.9M	2011	Technology	EDP Services	http://www.nasdaq.com/symbol/rate
BKU	BankUnited, Inc.	31.57	$3.29B	2011	Finance	Savings Institutions	http://www.nasdaq.com/symbol/bku
BCS	Barclays PLC	9.31	$39.2B	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/bcs
BCS^.CL	Barclays PLC	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bcs^.cl
BCS^A	Barclays PLC	25.78	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bcs^a
BCS^D	Barclays PLC	26.12	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bcs^d
BNED	Barnes & Noble Education, Inc	11.31	$523.74M	2015	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/bned
BKS	Barnes & Noble, Inc.	11.53	$851.68M	n/a	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/bks
B	Barnes Group, Inc.	41.58	$2.24B	n/a	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/b
CUDA	Barracuda Networks, Inc.	23.96	$1.25B	2013	Technology	Computer peripheral equipment	http://www.nasdaq.com/symbol/cuda
ABX	Barrick Gold Corporation	18.16	$21.16B	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/abx
BAS	Basic Energy Services, Inc.	0.47	$20.1M	2005	Energy	Oilfield Services/Equipment	http://www.nasdaq.com/symbol/bas
BAX	Baxter International Inc.	46.28	$25.17B	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/bax
BTE	Baytex Energy Corp	4.74	$998.79M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/bte
BBT	BB&T Corporation	38.49	$31.35B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/bbt
BBT^D	BB&T Corporation	25.88	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bbt^d
BBT^E	BB&T Corporation	25.78	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bbt^e
BBT^F	BB&T Corporation	25.6501	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bbt^f
BBT^G	BB&T Corporation	26.3419	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bbt^g
BBT^H	BB&T Corporation	26.88	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bbt^h
BFR	BBVA Banco Frances S.A.	20.14	$3.6B	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/bfr
BBX	BBX Capital Corporation	19.93	$326.74M	n/a	Finance	Real Estate	http://www.nasdaq.com/symbol/bbx
BCE	BCE, Inc.	47.61	$41.41B	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/bce
BZH	Beazer Homes USA, Inc.	11.36	$375.82M	1994	Capital Goods	Homebuilding	http://www.nasdaq.com/symbol/bzh
BDX	Becton, Dickinson and Company	177.32	$37.76B	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/bdx
BDC	Belden Inc	75	$3.16B	n/a	Basic Industries	Telecommunications Equipment	http://www.nasdaq.com/symbol/bdc
BDC^B	Belden Inc	108.1003	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bdc^b
BXE	Bellatrix Exploration Ltd	0.7729	$183.57M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/bxe
BEL	Belmond Ltd.	11.33	$1.36B	n/a	Consumer Services	Hotels/Resorts	http://www.nasdaq.com/symbol/bel
BMS	Bemis Company, Inc.	52.83	$5B	n/a	Consumer Durables	Containers/Packaging	http://www.nasdaq.com/symbol/bms
BHE	Benchmark Electronics, Inc.	24.41	$1.2B	n/a	Technology	Electrical Products	http://www.nasdaq.com/symbol/bhe
BRK.A	Berkshire Hathaway Inc.	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/brk.a
BRK.B	Berkshire Hathaway Inc.	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/brk.b
BHLB	Berkshire Hills Bancorp, Inc.	27.94	$870.03M	n/a	Finance	Banks	http://www.nasdaq.com/symbol/bhlb
BBY	Best Buy Co., Inc.	38.75	$12.51B	n/a	Consumer Services	Consumer Electronics/Video Chains	http://www.nasdaq.com/symbol/bby
BGCA	BGC Partners, Inc.	26.3	n/a	2012	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/bgca
BHP	BHP Billiton Limited	30.62	$49.17B	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/bhp
BBL	BHP Billiton plc	26.64	$70.88B	n/a	Energy	Coal Mining	http://www.nasdaq.com/symbol/bbl
BIG	Big Lots, Inc.	49.89	$2.21B	n/a	Consumer Services	Department/Specialty Retail Stores	http://www.nasdaq.com/symbol/big
BH	Biglari Holdings Inc.	449.56	$929.18M	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/bh
BBG	Bill Barrett Corporation	6.74	$405.81M	2004	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/bbg
BIOA	BioAmber Inc.	4.03	$116.21M	2013	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/bioa
BIOA.WS	BioAmber Inc.	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bioa.ws
BIO	Bio-Rad Laboratories, Inc.	151.14	$4.45B	n/a	Capital Goods	Biotechnology: Laboratory Analytical Instruments	http://www.nasdaq.com/symbol/bio
BIO.B	Bio-Rad Laboratories, Inc.	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bio.b
BITA	Bitauto Holdings Limited	26.23	$1.86B	2010	Technology	EDP Services	http://www.nasdaq.com/symbol/bita
BKH	Black Hills Corporation	59.35	$3.11B	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/bkh
BKHU	Black Hills Corporation	66.83	n/a	2015	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/bkhu
BKFS	Black Knight Financial Services, Inc.	39.53	$6.08B	2015	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/bkfs
BSM	Black Stone Minerals, L.P.	16.75	$3.2B	2015	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/bsm
BJZ	Blackrock California Municipal 2018 Term Trust	15.15	$97.46M	2001	n/a	n/a	http://www.nasdaq.com/symbol/bjz
BFZ	BlackRock California Municipal Income Trust	16.66	$531.02M	2001	n/a	n/a	http://www.nasdaq.com/symbol/bfz
CII	Blackrock Capital and Income Strategies Fund Inc	13.94	$615.05M	2004	n/a	n/a	http://www.nasdaq.com/symbol/cii
BHK	Blackrock Core Bond Trust	14.25	$768.58M	2001	n/a	n/a	http://www.nasdaq.com/symbol/bhk
HYT	Blackrock Corporate High Yield Fund, Inc.	10.95	$1.39B	2003	n/a	n/a	http://www.nasdaq.com/symbol/hyt
BTZ	BlackRock Credit Allocation Income Trust	13.51	$1.46B	2006	n/a	n/a	http://www.nasdaq.com/symbol/btz
DSU	Blackrock Debt Strategies Fund, Inc.	3.71	$693.45M	1998	n/a	n/a	http://www.nasdaq.com/symbol/dsu
BHL	Blackrock Defined Opportunity Credit Trust	13.5	$122.09M	2008	n/a	n/a	http://www.nasdaq.com/symbol/bhl
BGR	BlackRock Energy and Resources Trust	14.23	$424.41M	2004	n/a	n/a	http://www.nasdaq.com/symbol/bgr
BDJ	Blackrock Enhanced Equity Dividend Trust	8.04	$1.52B	2005	n/a	n/a	http://www.nasdaq.com/symbol/bdj
EGF	Blackrock Enhanced Government Fund, Inc	13.81	$99.66M	2005	n/a	n/a	http://www.nasdaq.com/symbol/egf
FRA	Blackrock Floating Rate Income Strategies Fund Inc	13.64	$507.85M	2003	n/a	n/a	http://www.nasdaq.com/symbol/fra
BFO	Blackrock Florida Municipal 2020 Term Trust	15.1899	$84.49M	2003	n/a	n/a	http://www.nasdaq.com/symbol/bfo
BGT	Blackrock Global	13.27	$314.01M	2004	n/a	n/a	http://www.nasdaq.com/symbol/bgt
BOE	Blackrock Global	12.34	$857.42M	2005	n/a	n/a	http://www.nasdaq.com/symbol/boe
BME	Blackrock Health Sciences Trust	34.43	$286.2M	2005	n/a	n/a	http://www.nasdaq.com/symbol/bme
BAF	BlackRock Income Investment Quality Trust	15.89	$139.03M	2002	n/a	n/a	http://www.nasdaq.com/symbol/baf
BKT	BlackRock Income Trust Inc. (The)	6.59	$421.38M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bkt
BGY	BLACKROCK INTERNATIONAL, LTD.	5.97	$656.64M	2007	n/a	n/a	http://www.nasdaq.com/symbol/bgy
BKN	BlackRock Investment Quality Municipal Trust Inc. (The)	17.48	$300.18M	1993	n/a	n/a	http://www.nasdaq.com/symbol/bkn
BTA	BlackRock Long-Term Municipal Advantage Trust	12.76	$171.27M	2006	n/a	n/a	http://www.nasdaq.com/symbol/bta
BIT	BlackRock Multi-Sector Income Trust	17.15	$658.93M	2013	n/a	n/a	http://www.nasdaq.com/symbol/bit
MUI	Blackrock Muni Intermediate Duration Fund Inc	15.33	$587.08M	2003	n/a	n/a	http://www.nasdaq.com/symbol/mui
MNE	Blackrock Muni New York Intermediate Duration Fund Inc	15.7	$66.09M	2003	n/a	n/a	http://www.nasdaq.com/symbol/mne
MUA	Blackrock MuniAssets Fund, Inc.	15.44	$552.68M	1993	n/a	n/a	http://www.nasdaq.com/symbol/mua
